inci_id,offense,date_rept,street,date_occu,csstatus,dispostn,
2003001828,LARCENY/MISDEMEANOR,1/26/03 0:00,HOUSE LIBRARY R B UNC,1/26/03 0:00,3,U,
2003001810,CALLS FOR SERVICE,1/26/03 15:52,CRAIGE NORTH UNC,1/26/03 14:00,2,,
2003001811,CALLS FOR SERVICE,1/26/03 16:08,HANES UNC,1/26/03 15:57,2,,
2003001883,LARCENY-FELONY,1/27/03 0:00,KNAPP UNC,1/24/03 0:00,2,,
2003001908,TRESPASSING - SECOND DEGREE-WARNING,1/27/03 0:00,WOOLLEN GYM UNC,1/27/03 0:00,2,,
2003001909,LARCENY FROM A VEHICLE,1/28/03 0:00,TAYLOR STUDENT HEALTH UNC,1/27/03 0:00,4,,
2003001931,SUSPICIOUS PERSON,1/28/03 0:00,CRAIGE UNC,1/28/03 0:00,2,,
2003001999,LARCENY - MISDEMEANOR,1/28/03 0:00,DEY UNC,1/27/03 0:00,2,,
2003001980,LARCENY/MISDEMEANOR,1/28/03 11:59,MORRISON UNC,1/24/03 5:00,2,,
2003002013,LARCENY OF A KEY RING,1/28/03 19:34,FETZER GYM ROBERT A UNC,1/28/03 18:15,2,,
2003002016,LARCENY - FROM A BUILDING                        EE TEXT LAR,1/28/03 20:58,CHASE UNC,1/27/03 18:45,2,,
2003001966,CALLS FOR SERVICE,1/29/03 0:00,HINTON JAMES UNC,1/28/03 14:23,2,,
2003002079,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,1/29/03 0:00,KENAN STADIUM UNC,1/28/03 0:00,2,,
2003002082,VANDALISM - INJURIES OR TAMPERS WITH VEHICLE,1/29/03 0:00,NEUROSCIENCES RESEARCH UNC,1/21/03 0:00,2,,
2003002113,CALLS FOR SERVICE,1/29/03 0:00,STADIUM DR,1/29/03 0:00,2,,
2003002150,CALLS FOR SERVICE,1/30/03 11:20,BEARD HALL UNC,1/30/03 11:19,2,,
2003002282,FRAUD-CREDIT CARD,1/31/03 0:00,HINTON JAMES UNC,1/13/03 17:00,3,P,
2003002294,CALLS FOR SERVICE,1/31/03 7:36,AIRPORT RD,1/31/03 7:35,2,,
2003002256,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,1/31/03 12:16,CRAIGE UNC,1/31/03 8:00,2,,
2003002295,VANDALISM DEFACING PUBLIC PROPERTY,1/31/03 19:40,PUBLIC SAFETY BUILDING UNC,1/31/03 19:40,2,,
2003002303,CALLS FOR SERVICE,1/31/03 23:03,HIBBARD DR,1/31/03 23:03,2,,
2003002307,DWI-ALCOHOL,2/1/03 0:00,RALEIGH RD/,2/1/03 0:00,3,C,
2003002309,DRUGS- ALL OTHER,2/1/03 0:00,HINTON JAMES UNC,2/1/03 0:00,3,C,
2003002324,LARCENY - MISDEMEANOR,2/1/03 0:00,AVERY UNC,1/31/03 0:00,2,,
2003002368,OPEN CONTAINER G S 20-138.7,2/1/03 0:00,SWAIN UNC,2/1/03 0:00,3,C,
2003002370,DRUG VIOLATION,2/2/03 0:00,MORRISON UNC,2/2/03 0:00,3,C,
2003002373,DWI-ALCOHOL,2/2/03 0:00,PITTSBORO ST,2/2/03 0:00,3,2,
2003002388,CALLS FOR SERVICE/ EMS ASSIST,2/2/03 0:00,CRAIGE UNC,2/2/03 0:00,2,,
2003002442,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,2/2/03 7:31,KENAN STADIUM UNC,1/31/03 0:30,2,,
2003002378,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,2/2/03 9:26,SMITH DEAN E SAC UNC,2/2/03 0:01,2,,
2003002422,DISTURBING THE PEACE,2/3/03 0:00,CRAIGE UNC,2/3/03 0:00,2,,
2003002461,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,2/3/03 8:44,KENAN STADIUM UNC,1/31/03 0:30,2,,
2003002504,LARCENY FROM BUILDING,2/3/03 16:39,CONNOR UNC,2/3/03 16:15,2,,
2003002584,CALLS FOR SERVICE,2/4/03 0:00,FETZER GYM ROBERT A UNC,2/4/03 0:00,2,,
2003002639,LARCENY,2/5/03 0:00,BINGHAM UNC,1/31/03 0:00,2,,
2003002649,CALLS FOR SERVICE,2/5/03 0:00,BERRYHILL UNC,2/5/03 0:00,2,,
2003002685,BURGLARY - BREAKING/ENTER- BE&,2/5/03 0:00,GRIMES UNC,2/4/03 0:00,2,,
2003002688,LARCENY - FROM A BUILDING,2/5/03 0:00,SKIPPER BOWLES DR,1/27/03 0:00,3,C,
2003002735,LARCENY FROM A BUILDING,2/5/03 0:00,MANGUM UNC,2/5/03 0:00,4,,
2003002737,LARCENY - FROM A BUILDING,2/6/03 0:00,MANGUM UNC,2/5/03 0:00,4,,
2003002747,MISDEMEANOR LARCENY,2/6/03 0:00,MANNING DR/,2/4/03 0:00,2,,
2003002762,LARCENY - FROM BUILDING,2/6/03 10:44,HORNEY GILES F BLDG UNC,1/27/03 17:30,2,,
2003002764,LARCENY - FROM A BUILDING,2/6/03 11:31,FORDHAM HALL UNC,2/6/03 10:48,4,,
2003002829,MISSING PERSONS,2/7/03 0:00,MCIVER UNC,2/5/03 0:00,3,1,
2003002883,LARCENY - MISDEMEANOR,2/7/03 0:00,HANES UNC,2/3/03 0:00,2,,
2003002934,LARCENY - FREE TEXT LARCENY ALL OTHER,2/7/03 0:00,JOYNER UNC,2/7/03 0:00,2,,
2003003324,BURGLARY - BREAKING/ENTER- BE&L,2/7/03 0:00,E FRANKLIN ST,2/7/03 0:00,4,,
2003002956,CALLS FOR SERVICE SUSPICIOUS COND.,2/8/03 0:00,MORRISON UNC,2/8/03 0:00,4,,
2003002975,LARCENY/ B&E,2/8/03 0:00,MANGUM UNC,2/8/03 0:00,4,,
2003002982,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,2/8/03 0:00,N3 PARKING LOT,2/8/03 0:00,2,,
2003002986,VANDALISM - DAMAGE TO REAL PROPERTY,2/8/03 0:00,DAVIS WALTER R LIBRARY UNC,2/8/03 0:00,2,,
2003002951,VANDALISM - DAMAGE TO REAL PRO,2/8/03 4:13,MORRISON UNC,2/8/03 3:06,2,,
2003002981,TRESPASSING - SECOND DEGREE,2/8/03 12:43,MANNING DR/EAST DR,2/8/03 12:43,3,C,
2003003086,CALLS FOR SERVICE,2/10/03 0:00,HINTON JAMES UNC,2/10/03 0:00,4,,
2003003097,VANDALISM - DAMAGE TO REAL PRO,2/10/03 0:00,HOWELL UNC,2/7/03 0:00,2,,
2003003099,LARCENY FROM A VEHICLE,2/10/03 0:00,"OUTDOOR RECREATION  PARKING LOT, T",2/8/03 0:00,2,,
2003003121,LARCENY FROM A BUILDING,2/10/03 0:00,HANES ART CENTER UNC,2/7/03 0:00,3,U,
2003003127,LARCENY FROM A VEHICLE,2/10/03 0:00,UPPER MANNING LOT,1/10/03 0:00,3,C,
2003003142,LARCENY FROM A VEHICLE,2/10/03 0:00,UPPER MANNING LOT,2/10/03 0:00,3,C,
2003003140,LARCENY FROM A VEHICLE,2/10/03 16:38,"N-7 PARKING LOT, OFF PITTSBORO ST",2/10/03 0:00,2,,
2003003185,VANDALISM - DAMAGE TO REAL PROPERTY,2/11/03 0:00,PLAYMAKERS THEATER UNC,2/10/03 0:00,2,,
2003003195,VANDALISM - DAMAGE TO REAL PROPERTY,2/11/03 0:00,HANES ART CENTER UNC,2/7/03 0:00,2,,
2003003203,LARCENY FROM A VEHICLE,2/11/03 0:00,UPPER MANNING LOT,2/10/03 10:50,3,C,
2003003230,OBTAINING CONTROLLED SUBSTANCE BY FORGERY,2/11/03 0:00,AMBULATORY CARE CENTER UNC,2/4/03 0:00,3,2,
2003003234,LARCENY FROM A BUILDING,2/11/03 0:00,WILSON LIBRARY UNC,2/7/03 0:00,4,,
2003003240,NON-CRIMINAL PROPERTY DAMAGE,2/11/03 0:00,RIDGE RD,2/11/03 0:00,2,,
2003003263,POSSESSION OF >1/2 OUNCE MARIJUANA,2/11/03 0:00,MANNING DR/S COLUMBIA ST,2/11/03 0:00,3,2,
2003003297,CALLS FOR SERVICE-EMS ASSIST,2/12/03 0:00,FORDHAM HALL UNC,2/12/03 0:00,2,,
2003003311,LARCENY FROM A BLDG.,2/12/03 0:00,HANES UNC,2/11/03 0:00,2,,
2003003312,FRAUD-CREDIT CARD,2/12/03 0:00,EHRINGHAUS SOUTH UNC,2/8/03 0:00,4,,
2003003318,LARCENY FROM LOCKER,2/12/03 0:00,MANNING UNC,2/12/03 0:00,4,,
2003003323,LARCENY/MISDEMEANOR,2/12/03 0:00,LEWIS UNC,1/30/03 0:00,2,,
2003003338,LARCENY FROM A VEHICLE,2/12/03 0:00,HA II DOGWOOD PARKING UNC,2/12/03 0:00,3,C,
2003003344,ASSAULT SIMPLE - ALL OTHER,2/12/03 0:00,WOOLLEN GYM UNC,2/10/03 0:00,2,,
2003003355,IMPEDING TRAFFIC,2/12/03 0:00,MANNING DR,2/12/03 0:00,2,,
2003003358,IMPEDING TRAFFIC,2/12/03 0:00,MANNING DR,2/12/03 0:00,2,,
2003003360,DISORDERLY CONDUCT,2/12/03 0:00,SMITH DEAN E SAC UNC,2/12/03 0:00,3,C,
2003003428,LARCENY OF A PURSE,2/13/03 0:00,HOUSE LIBRARY R B UNC,2/13/03 0:00,2,,
2003003430,LARCENY FROM A VEHICLE,2/13/03 0:00,UPPER MANNING LOT,2/13/03 0:00,3,C,
2003003442,LARCENY OF IDENTIFICATION PAPERS,2/13/03 0:00,HINTON JAMES UNC,2/9/03 0:00,2,,
2003003469,LARCENY - MISDEMEANOR,2/13/03 0:00,HOUSE LIBRARY R B UNC,2/13/03 0:00,2,,
2003003379,MV THEFT - AUTOMOBILE,2/13/03 4:07,HIBBARD DR,2/12/03 22:00,3,C,
2003003482,DRUG VIOLATION,2/14/03 0:00,CARMICHAEL RES HALL UNC,2/14/03 0:00,3,C,
2003003484,TRESPASS - FIRST DEGREE,2/14/03 0:00,N MEDICAL DR/,2/14/03 0:00,2,,
2003003494,CALLS FOR SERVICE,2/14/03 0:00,DAVIE UNC,2/14/03 0:00,2,,
2003003521,LARCENY/MISDEMEANOR,2/14/03 0:00,JONES MARY ELLEN (FLO UNC,2/13/03 0:00,2,,
2003003523,CALLS FOR SERVICE,2/14/03 0:00,COBB UNC,2/14/03 0:00,2,,
2003003547,CALLS FOR SERVICE HARASSING PHONE CALLS,2/14/03 0:00,TEAGUE UNC,1/24/03 0:00,2,,
2003003599,SUSPICIOUS PERSON,2/15/03 0:00,DAVIS WALTER R LIBRARY UNC,2/15/03 0:00,2,,
2003003615,LARCENY FROM A VEHICLE,2/15/03 0:00,SMITH DEAN E SAC UNC,2/15/03 0:00,4,,
2003003644,EMS ASSIST,2/16/03 0:00,HOUSE LIBRARY R B UNC,2/16/03 0:00,2,,
2003003653,VANDALISM - DAMAGE TO PROPERTY OR PERSONAL PROP,2/16/03 0:00,CRAIGE PARKING DECK UNC,2/15/03 0:00,2,,
2003003663,CALLS FOR SERVICE,2/16/03 0:00,CRAIGE NORTH UNC,2/16/03 0:00,2,,
2003003685,CRACKED WINDSHIELD,2/17/03 0:00,PUBLIC SAFETY BUILDING UNC,2/17/03 0:00,2,,
